tweet_id,text,intent,expected_action,label_notes
244204,"@AppleSupport after ios11,11.0.1 and ios11.0.2 Three to five times a day gets this!!  iPhone 7plus https://t.co/HgNMZbXLdP",IOS_SOFTWARE,TROUBLESHOOT,AI-assisted draft label — human review required.
1024312,@AppleSupport Sure my iMac,OTHER,TROUBLESHOOT,AI-assisted draft label — human review required.
1089272,@376975 @AppleSupport @288391 What is the solution ?,OTHER,TROUBLESHOOT,AI-assisted draft label — human review required.
503608,"@AppleSupport No, I don't want to restart the whole machine! I still can do a stupid trick restarting the camera ""sudo killall VDCAssistant"" to get it working back from a sleep :/",HARDWARE_CHARGING,TROUBLESHOOT,AI-assisted draft label — human review required.
813350,"@AppleSupport Thanks, will give it a try - stand by!",OTHER,ANSWER,AI-assisted draft label — human review required.
667063,@AppleSupport How about helping here instead of driving to a site?,OTHER,TROUBLESHOOT,AI-assisted draft label — human review required.
598108,"Dear @115858 @AppleSupport why is it when a new IOS update comes out after new phone released, battery life NEVER stays the same. Dies faster. I have 95% on low power mode and now 89% from twitting this",BATTERY,TROUBLESHOOT,AI-assisted draft label — human review required.
505201,@AppleSupport u guys gonna fix where my iphone x just chooses whatever it wants for my brightness or naw? https://t.co/FpDbsYdAna,HARDWARE_CHARGING,TROUBLESHOOT,AI-assisted draft label — human review required.
481773,@AppleSupport Just sent a DM,OTHER,ESCALATE,AI-assisted draft label — human review required.
622714,@AppleSupport It started with 11,OTHER,TROUBLESHOOT,AI-assisted draft label — human review required.
498586,@AppleSupport Updated yesterday. Not getting notifications and keeps freezing,IOS_SOFTWARE,TROUBLESHOOT,AI-assisted draft label — human review required.
797587,@AppleSupport Since the new update my settings have been changing (back lighting changes by itself. Goes to do not disturb).,IOS_SOFTWARE,TROUBLESHOOT,AI-assisted draft label — human review required.
1059339,"@AppleSupport hey, I have iOS 11.0.3 and my phone freezes constantly and all my apps are up to date and freeze too. Fix this",APPS,TROUBLESHOOT,AI-assisted draft label — human review required.
1057983,"i am so damn pissed, i recorded getters new song solo and half way thew it it just went black wtf @AppleSupport",AUDIO_MEDIA,TROUBLESHOOT,AI-assisted draft label — human review required.
609761,@264964 @AppleSupport Es una garcha. Me exaspera.,OTHER,TROUBLESHOOT,AI-assisted draft label — human review required.
506493,@AppleSupport I have PowerBeats 3 &amp; my Lexus NT all have had issues staying connecting to Bluetooth since I got my X. My Alta HR Fitbit won’t sync at all anymore even after restarting it. Please help.,CONNECTIVITY,TROUBLESHOOT,AI-assisted draft label — human review required.
481795,@AppleSupport what is up with mail app? I delete old emails and they are still showing up in my inbox,APPS,TROUBLESHOOT,AI-assisted draft label — human review required.
704138,"Hi @AppleSupport, how can I get rid of iOS11 off my 7? Alternatively, how can I get rid of the clusterfuck that is the new Podcast app?",AUDIO_MEDIA,TROUBLESHOOT,AI-assisted draft label — human review required.
156213,"Just give me something to work with for my own expectations, @AppleSupport + @UPSHelp

It’s beyond frustrating to be in the dark for a week on a item I’ve already been charged for, haven’t received, and is tethered to a ticking clock with the trade-in kit @115858 sent over",OTHER,ESCALATE,AI-assisted draft label — human review required.
252097,@AppleSupport Contacted support again for the 2nd time. Was told there's no fix. I fixed it myself. Where's that job offer at? I have great people skills,OTHER,ANSWER,AI-assisted draft label — human review required.
770099,"@AppleSupport Yep - we’re up and running. That or going to eat and letting it sit helped. Either way, it’s working now - thanks!",OTHER,ANSWER,AI-assisted draft label — human review required.
768324,@AppleSupport the IOS 11.0.03 is the worst. Battery draining and generally poor performance. 🤦🏽‍♀️,BATTERY,TROUBLESHOOT,AI-assisted draft label — human review required.
240109,@AppleSupport Yes; the quick on/off toggle in the ctl ctr slideup don't pwr up or dwn the wifi/bluetooth. I'm struggling to see how this is a good change?,CONNECTIVITY,TROUBLESHOOT,AI-assisted draft label — human review required.
165746,"@AppleSupport Upgraded to #iphonex at @9542, tried to give old phone back &amp; was told had to send in box. Never got box; now trade-in ""cancelled"". Sharon M sends new box. When asked what happened if I get billed again, Sharon M says ""we can't help"".",OTHER,ESCALATE,AI-assisted draft label — human review required.
1076418,@AppleSupport does this look like a genuine email? Pretty sure it’s fake. Thanks https://t.co/8GfOUrlKkg,OTHER,ANSWER,AI-assisted draft label — human review required.
560426,@AppleSupport 8 plus and 11.1.1,OTHER,ANSWER,AI-assisted draft label — human review required.
247564,@AppleSupport Just on the home screen for now,HARDWARE_CHARGING,TROUBLESHOOT,AI-assisted draft label — human review required.
545283,"@AppleSupport Every 1 minute this happening on my phone screen and restart everything. I did some research and so many people have the same issue. Any solve?

İPhone 7 - iOS 11.1.2 https://t.co/iO9DICM9p6",HARDWARE_CHARGING,TROUBLESHOOT,AI-assisted draft label — human review required.
1003806,@AppleSupport I had to reset and resort the back up now it's fine but why there are so many issues with iOS 11,ICLOUD_BACKUP,TROUBLESHOOT,AI-assisted draft label — human review required.
448388,"@221223 @115858 @AppleSupport Since recent update I’m facing such issues otherwise it was fantastic. Also, if I don’t use cell phone then battery could stay for a day or maybe more.",BATTERY,TROUBLESHOOT,AI-assisted draft label — human review required.
274945,"My iPhone's stuck on the apple screen after it restarted because of the latest update.

@AppleSupport",HARDWARE_CHARGING,TROUBLESHOOT,AI-assisted draft label — human review required.
