tweet_id,customer_message,intent,expected_action,generated_response,best_retrieval_similarity
959332,@AppleSupport ive sent a DM.,OTHER,ESCALATE,We've gotten your DM. Be on the look out for our reply. We'll continue working with you there.,0.6468652298490702
754187,@AppleSupport iPhone 6S i’m signed into the AppStore aswell,OTHER,TROUBLESHOOT,Thanks. Are you able to access the iTunes Store without issue?,1.0
1019628,@AppleSupport 11.0.3. I have the screen lock on for vertical. After reboot it stops for a few hours then goes to it again,HARDWARE_CHARGING,TROUBLESHOOT,Understood! Let's follow up in DM. We'll continue the conversation there.,1.0
894896,@AppleSupport since ios11 sound on music is awful. Any fix?,AUDIO_MEDIA,TROUBLESHOOT,We'd love to help out with your Music quality. Is the issue only happening with Music or all sounds?,1.0
874804,@AppleSupport Dmphr7xbdnqt is the serial number of model mc744ll/a,OTHER,TROUBLESHOOT,Thanks. The latest iOS version available for the iPad 3rd gen is iOS 9.3.5. DM us if you have more questions.,1.0000000000000002
161261,@AppleSupport Hi updated and restarted everything and still getting the same message?,IOS_SOFTWARE,TROUBLESHOOT,DM us the current macOS version you are using and we can take a look at this.,1.0
484470,@AppleSupport Why does my iPhone's Bluetooth turn itself on every day at 5 AM Eastern Time (my time zone)?,CONNECTIVITY,TROUBLESHOOT,We are here to help. Are you turning Bluetooth off from the Control Center or the Settings menu?,1.0000000000000002
746994,@AppleSupport Apple Watch series 3 Cellular.,CONNECTIVITY,TROUBLESHOOT,We're here for you. Here is a list of the carriers who provide service for the Apple Watch Series 3:,1.0000000000000002
559139,@AppleSupport I dm’d you and nobody ever responded,OTHER,ESCALATE,Thanks for reaching out. We've received your DM and will continue there.,1.0
570886,"@AppleSupport But directly telling Siri to activate a scene like „activate good-night“ works fine. I’m using Siri with the German language tho. 
But on the Apple-Discussions-Website, there is a huge ongoing thread about this issue…",OTHER,TROUBLESHOOT,"Thank you for reaching out we'd like to help. Which Apple device are you using Siri with? We'd also want to know which version of iOS, macOS, watchOS or tvOS you're using?",0.2631797370922559
1149759,"@390561 @AppleSupport @115858 Look at my network, never seen that https://t.co/n4yrFrpr5M",CONNECTIVITY,TROUBLESHOOT,Do you recall what you were doing on the iPhone before this screen appeared? We'd be more than happy to get to the bottom of this.,0.9418031000166361
372889,@AppleSupport no (sorry for replying late),OTHER,TROUBLESHOOT,"Okay, thanks. Let's get you updated. Settings > General > Software Update will have the update for you.",0.4478746068182598
337030,"Is there a way to attach imgs as attachments in mac mail?

@AppleSupport",OTHER,ANSWER,You can find the instructions for adding attachment to email here:,1.0
159565,@AppleSupport  I've noticed a steady deterioration in the battery life of my iPad Air 2 running iOS 11. It's three years old. Is there a way to run a diagnostics test to determine the battery condition?,BATTERY,TROUBLESHOOT,Let's check this out together. Send us a DM with more details about this and we'll work from there:,1.0
667847,"My iPhone 7 has had horrendous battery life since upgrading to iOS 11. Upgraded to iOS 11.1.2 the other night and haven't had cell reception since. The update actually bricked my phone. Your QA is reckless, @115858 /cc @AppleSupport",IOS_SOFTWARE,TROUBLESHOOT,We are here for you. Let's take a look at this further for you. Reach out to us in DM.,1.0000000000000002
215314,@AppleSupport  yo can you respond my pictures and videos got deleted and nobody  touch my phone and my website data,OTHER,TROUBLESHOOT,We'd like to get you with our Photos app specialists. Get in touch with them here:,1.0000000000000002
148072,@AppleSupport how do I sign out my Apple ID account without having to verify my account? I know the password to my Apple ID I just can’t verify my account because I forgot my email password I literally had this since the first iPod Touch came out. I just want to sign out,APPLE_ID_ACCOUNT,TROUBLESHOOT,We know how important it is to be able to manage your Apple ID and we can assist. Let's chat over in Direct Message so we can go into further details about the process.,1.0000000000000002
633868,Well done @115858 @AppleSupport since your update this morning I can’t play any videos... any ideas?,IOS_SOFTWARE,TROUBLESHOOT,"We're here for you. Are you having trouble playing videos that are saved to your device, videos over the internet, or something else?",1.0000000000000004
240469,"@AppleSupport Thanks, I’ve updated again. It’s working for now but it did after the 11.0.1 update too, then reverted inexplicably.",IOS_SOFTWARE,TROUBLESHOOT,"Understood. Monitor your iPhone closely moving forward. If you have further issues, let us know via DM. We’ll go from there.",1.0000000000000002
4897,@AppleSupport AFTER I️ updated my phone.,IOS_SOFTWARE,TROUBLESHOOT,Does that continue after restarting your iPhone? Do you have any other iOS devices or a Mac computer? Let us know in DM.,1.0
326448,"@AppleSupport desde la ultima segunda actualización mi iphone6 va fatal y se bebe la batería, es normal???",OTHER,TROUBLESHOOT,We offer support via Twitter in English. Get help in Spanish here: or join,1.0000000000000002
455067,"@AppleSupport hey could you please check my iPhone 7? The battery drainage is pretty quick in the recent days not sure why.
Thank you.",BATTERY,TROUBLESHOOT,You're welcome. We hope you have a good day today. Please feel free to reach out if you need us in the future.,1.0000000000000002
242499,@AppleSupport Yes it does. I’ve tried restarting my phone multiple times and it still persists.,DEVICE_PERFORMANCE,TROUBLESHOOT,Thank you. Does this happen with other apps that use your keyboard or only in the Messages app?,1.0000000000000002
542271,"Apple have really dropped the ball, I now have a continually restarting iPhone due to a bug in iOS 11 that only starts happening on 2nd December. You really need to step up with Software testing @115858 @AppleSupport",IOS_SOFTWARE,TROUBLESHOOT,We want to get your iPhone back to working status. Follow the steps in this article:,1.0000000000000002
1064893,"@AppleSupport hi, I’m having issues with my MacBook Pro 15” (Late 2011)
This vid should speak for itself https://t.co/MiIQGIYfgE",OTHER,TROUBLESHOOT,"Hey, let's look into this together. DM us the macOS version and we'll work together from there.",0.964883811738979
652201,@AppleSupport y’all update needs fixing. My phone is worthless and won’t do a thing now! #angry #comeonapple,IOS_SOFTWARE,TROUBLESHOOT,We want to know more to see what we can do to help. Tell us what type of iPhone you're using via DM.,1.0000000000000002
631857,"@AppleSupport 
Just updated the cellular settings and now the iPhone is constantly “Searching” or even says “No Service” on the top of the screen... help?",CONNECTIVITY,TROUBLESHOOT,We're here to help out. For issues with 'Searching' or 'No Service' try these steps first:,1.0
600433,"@AppleSupport is this real? Seems legit. Haha 

-Sent from my @1647 Galaxy S7 Edge https://t.co/cqNqxHkk9o",OTHER,ANSWER,We'd like to help and look into this with you. Please DM us details of the sender's address and we'll confirm if this came from our support team there.,0.9605892616558833
957203,@AppleSupport How am I supposed to remember a account 10 year old me made?,APPLE_ID_ACCOUNT,TROUBLESHOOT,"We've received your DM, and we'll continue with you there. Be on the lookout for a response.",1.0
1017149,"@AppleSupport hi, how to settle this??? Didnt get any text for verification code. Call also.... Help me plz https://t.co/PUkTfRB3hc",APPLE_ID_ACCOUNT,TROUBLESHOOT,We'd like to help get you pointed in the right direction. Send us a DM & we'll continue there.,0.9654051679436537
602393,"Winter, the time of year when fraking Touch ID Stops working @AppleSupport https://t.co/9eFO3uS40u",HARDWARE_CHARGING,TROUBLESHOOT,"Thank you for reaching out about Touch ID. To help us better understand the behavior that you're experiencing, we'd like to learn more about which device you use Touch ID with, what OS version that device has installed, and what specific symptoms you're encountering.",0.9425472913424229
907506,@335503 @AppleSupport Me as well.,OTHER,TROUBLESHOOT,We’ve received your DM. Be on the lookout for our response there shortly.,1.0
735948,@296038 @AppleSupport help this pipi out,OTHER,TROUBLESHOOT,Thanks for reaching out to us. We are always happy to help. Send us a DM so we can look into this with you there.,1.0000000000000002
617343,@AppleSupport May I know the status for the same.?,OTHER,ANSWER,We can definitely understand your concern. DM us and we'll take it from there.,1.0
552156,is anybody else's phone restarting every few seconds? @AppleSupport what's going on how do i fix this,DEVICE_PERFORMANCE,TROUBLESHOOT,"We want to help. First, we'd suggest following the steps here to resolve the issue: If you need further assistance, let us know in DM. Please be sure to create a back up of your data prior to updating. Here's how:",1.0000000000000002
610307,"@AppleSupport IOS 11 is the best software that came out, but god damn it drains battery. Any suggestions?",BATTERY,TROUBLESHOOT,Allow us to assist. Send us a DM so that we can help you with this.,1.0
1070507,"@AppleSupport IPhone 6, 16GB. It says storage is full, I even have a GB plan on iCloud. It says something named OTHER occupies 8 GB i erased all.",ICLOUD_BACKUP,TROUBLESHOOT,Let's go ahead and meet in DM and we'll take a closer look into the storage.,1.0
334142,@AppleSupport I recently switched and my music has the iCloud buttons,ICLOUD_BACKUP,TROUBLESHOOT,We’d like to understand more about this situation. Please DM us some details and we’ll take it from there.,1.0000000000000002
244204,"@AppleSupport after ios11,11.0.1 and ios11.0.2 Three to five times a day gets this!!  iPhone 7plus https://t.co/HgNMZbXLdP",OTHER,TROUBLESHOOT,You're in the right place; we'll do all we can to help. Does this appear with a specific app or specific action on your iPhone?,0.9591870734968532
1024312,@AppleSupport Sure my iMac,OTHER,TROUBLESHOOT,Fantastic! We look forward to hearing more from you there.,1.0000000000000002
1089272,@376975 @AppleSupport @288391 What is the solution ?,OTHER,TROUBLESHOOT,It is a program where customers can test pre-release software in order to provide us with quality and usability feedback.,1.0
503608,"@AppleSupport No, I don't want to restart the whole machine! I still can do a stupid trick restarting the camera ""sudo killall VDCAssistant"" to get it working back from a sleep :/",DEVICE_PERFORMANCE,TROUBLESHOOT,We'll need to try all steps to isolate the issue. Let us know if you'd like to continue.,1.0000000000000002
813350,"@AppleSupport Thanks, will give it a try - stand by!",OTHER,ANSWER,Let's have you double check your username and password for your email account. Let us know how that goes.,1.0
667063,@AppleSupport How about helping here instead of driving to a site?,OTHER,TROUBLESHOOT,"The link that we've provided will put you in touch with our Apple TV experts. If you need help getting in touch with them, send us a DM.",1.0000000000000002
598108,"Dear @115858 @AppleSupport why is it when a new IOS update comes out after new phone released, battery life NEVER stays the same. Dies faster. I have 95% on low power mode and now 89% from twitting this",BATTERY,TROUBLESHOOT,"We'd love to help. Can you DM us your complete software version from Settings > General > About, next to version?",1.0000000000000002
505201,@AppleSupport u guys gonna fix where my iphone x just chooses whatever it wants for my brightness or naw? https://t.co/FpDbsYdAna,OTHER,TROUBLESHOOT,"We'd love to help and it sounds like auto-brightness is on. To check, go to Settings > General > Accommodations > Display Accommodations. Is auto-brightness on?",0.9702626941128337
481773,@AppleSupport Just sent a DM,OTHER,ESCALATE,Thanks. We will continue there.,1.0
622714,@AppleSupport It started with 11,OTHER,TROUBLESHOOT,Got it. Can you let us know which iOS version is currently installed?,0.39208623072110216
498586,@AppleSupport Updated yesterday. Not getting notifications and keeps freezing,IOS_SOFTWARE,TROUBLESHOOT,Do you have any app updates available in the App Store?,1.0
797587,@AppleSupport Since the new update my settings have been changing (back lighting changes by itself. Goes to do not disturb).,IOS_SOFTWARE,TROUBLESHOOT,We want to help. Can you tell us which version of iOS 11 you have?,1.0000000000000004
1059339,"@AppleSupport hey, I have iOS 11.0.3 and my phone freezes constantly and all my apps are up to date and freeze too. Fix this",IOS_SOFTWARE,TROUBLESHOOT,We're here to help. DM us what country or region you're in.,1.0
1057983,"i am so damn pissed, i recorded getters new song solo and half way thew it it just went black wtf @AppleSupport",OTHER,TROUBLESHOOT,We are here to help. DM us the details of your issue and we can take a look at this.,1.0000000000000002
609761,@264964 @AppleSupport Es una garcha. Me exaspera.,OTHER,TROUBLESHOOT,We offer support via Twitter in English. Get help in Spanish here: or join,1.0
506493,@AppleSupport I have PowerBeats 3 &amp; my Lexus NT all have had issues staying connecting to Bluetooth since I got my X. My Alta HR Fitbit won’t sync at all anymore even after restarting it. Please help.,ICLOUD_BACKUP,TROUBLESHOOT,"To get started, let us know which iOS version is installed on the iPhone X. You can check this by going to Settings > General > About?",1.0000000000000002
481795,@AppleSupport what is up with mail app? I delete old emails and they are still showing up in my inbox,APPS,TROUBLESHOOT,"We know how important it is for the Mail app to update and we're happy to help. To start, which device model and version of software are you using?",1.0000000000000002
704138,"Hi @AppleSupport, how can I get rid of iOS11 off my 7? Alternatively, how can I get rid of the clusterfuck that is the new Podcast app?",AUDIO_MEDIA,TROUBLESHOOT,"We'd be happy to point you in the right direction. For official approved cleaning methods, see:",1.0000000000000002
156213,"Just give me something to work with for my own expectations, @AppleSupport + @UPSHelp

It’s beyond frustrating to be in the dark for a week on a item I’ve already been charged for, haven’t received, and is tethered to a ticking clock with the trade-in kit @115858 sent over",OTHER,ESCALATE,"We'd like to help! Which Mac do you have, and what's the software version? Take a look here:",1.0000000000000002
252097,@AppleSupport Contacted support again for the 2nd time. Was told there's no fix. I fixed it myself. Where's that job offer at? I have great people skills,OTHER,ANSWER,Glad to hear it. Feel free to reach out if you have any other questions.,0.29146708387330555
770099,"@AppleSupport Yep - we’re up and running. That or going to eat and letting it sit helped. Either way, it’s working now - thanks!",OTHER,ANSWER,We're glad to hear everything is up and running again. Feel free to reach back out again if you need us.,1.0000000000000002
768324,@AppleSupport the IOS 11.0.03 is the worst. Battery draining and generally poor performance. 🤦🏽‍♀️,BATTERY,TROUBLESHOOT,We know how important it is to be able to rely on your device. Let's chat in Direct Message and see what's going on.,1.0000000000000002
240109,@AppleSupport Yes; the quick on/off toggle in the ctl ctr slideup don't pwr up or dwn the wifi/bluetooth. I'm struggling to see how this is a good change?,CONNECTIVITY,TROUBLESHOOT,They will just disconnect from the Control Center. Settings is where you can turn them off:,1.0000000000000002
165746,"@AppleSupport Upgraded to #iphonex at @9542, tried to give old phone back &amp; was told had to send in box. Never got box; now trade-in ""cancelled"". Sharon M sends new box. When asked what happened if I get billed again, Sharon M says ""we can't help"".",OTHER,ESCALATE,Hi there. We'll be happy to get you pointed in the right direction. DM us and tell us which country you're located in.,0.9818724326293318
1076418,@AppleSupport does this look like a genuine email? Pretty sure it’s fake. Thanks https://t.co/8GfOUrlKkg,OTHER,ANSWER,We're happy to clarify. This would be a phishing message. Take a look here for more info:,0.9450537000755924
560426,@AppleSupport 8 plus and 11.1.1,OTHER,ANSWER,Install our newest iOS 11.1 update to help: Let us know if this helps improve these issues.,1.0
247564,@AppleSupport Just on the home screen for now,HARDWARE_CHARGING,TROUBLESHOOT,Does it change when going into a differnt app? Go ahead and send us a DM and we'll look into this further with you.,1.0
545283,"@AppleSupport Every 1 minute this happening on my phone screen and restart everything. I did some research and so many people have the same issue. Any solve?

İPhone 7 - iOS 11.1.2 https://t.co/iO9DICM9p6",HARDWARE_CHARGING,TROUBLESHOOT,We'd love to help out. Are you seeing this issue with any specific apps or usage? Do you do anything to restore function?,0.9819202012416756
1003806,@AppleSupport I had to reset and resort the back up now it's fine but why there are so many issues with iOS 11,ICLOUD_BACKUP,TROUBLESHOOT,"We're glad that your device is working as expected now! If we can help with anything else, please reach out to us.",1.0
448388,"@221223 @115858 @AppleSupport Since recent update I’m facing such issues otherwise it was fantastic. Also, if I don’t use cell phone then battery could stay for a day or maybe more.",BATTERY,TROUBLESHOOT,"OK, got it. Is your Snapchat app up to date? Let us know in DM.",1.0000000000000002
274945,"My iPhone's stuck on the apple screen after it restarted because of the latest update.

@AppleSupport",HARDWARE_CHARGING,TROUBLESHOOT,We can help you get to the bottom of this issue; send us a DM and we'll get started.,1.0
