tweet_id,query,best_match,similarity
455067,"@AppleSupport hey could you please check my iPhone 7? The battery drainage is pretty quick in the recent days not sure why.
Thank you.",@AppleSupport hey could you please check my iPhone 7? The battery drainage is pretty quick in the recent days not sure why. Thank you.,1.0
242499,@AppleSupport Yes it does. I’ve tried restarting my phone multiple times and it still persists.,@AppleSupport yes it does,0.4238207556036224
542271,"Apple have really dropped the ball, I now have a continually restarting iPhone due to a bug in iOS 11 that only starts happening on 2nd December. You really need to step up with Software testing @115858 @AppleSupport",@AppleSupport @115858 You really need to fix this issue real quick.,0.2222128247150647
1064893,"@AppleSupport hi, I’m having issues with my MacBook Pro 15” (Late 2011)
This vid should speak for itself https://t.co/MiIQGIYfgE","@AppleSupport hi, I’m having issues with my MacBook Pro 15” (Late 2011) This vid should speak for itself",0.9648967085712243
652201,@AppleSupport y’all update needs fixing. My phone is worthless and won’t do a thing now! #angry #comeonapple,This latest @AppleSupport update needs an update! My phone is really slow!!!!,0.23906449728861212
631857,"@AppleSupport 
Just updated the cellular settings and now the iPhone is constantly “Searching” or even says “No Service” on the top of the screen... help?",@AppleSupport Just updated the cellular settings and now the iPhone is constantly “Searching” or even says “No Service” on the top of the screen... help?,1.0000000000000002
600433,"@AppleSupport is this real? Seems legit. Haha 

-Sent from my @1647 Galaxy S7 Edge https://t.co/cqNqxHkk9o",@AppleSupport is this real? Seems legit. Haha -Sent from my @1647 Galaxy S7 Edge,0.9606013647775803
957203,@AppleSupport How am I supposed to remember a account 10 year old me made?,How am I supposed to change the 3D touch settings @AppleSupport #apple,0.35093292590481334
1017149,"@AppleSupport hi, how to settle this??? Didnt get any text for verification code. Call also.... Help me plz https://t.co/PUkTfRB3hc","@AppleSupport hi, how to settle this??? Didnt get any text for verification code. Call also.... Help me plz",0.9654331274684154
602393,"Winter, the time of year when fraking Touch ID Stops working @AppleSupport https://t.co/9eFO3uS40u","Winter, the time of year when fraking Touch ID Stops working @AppleSupport",0.942643105100828
907506,@335503 @AppleSupport Me as well.,@AppleSupport Me neither. 11.0.1,0.4036000848879129
735948,@296038 @AppleSupport help this pipi out,"@AppleSupport Help, this is dumb.",0.7275002807911607
617343,@AppleSupport May I know the status for the same.?,@AppleSupport I may need some help here,0.26800863114859474
552156,is anybody else's phone restarting every few seconds? @AppleSupport what's going on how do i fix this,@AppleSupport What’s up with my phone restarting every few minutes?,0.40276308598178695
610307,"@AppleSupport IOS 11 is the best software that came out, but god damn it drains battery. Any suggestions?",@AppleSupport @TMobileHelp 11.0.03 update literally devours my battery. Any suggestions?,0.24612566457497398
1070507,"@AppleSupport IPhone 6, 16GB. It says storage is full, I even have a GB plan on iCloud. It says something named OTHER occupies 8 GB i erased all.","@AppleSupport My new iPhone X, I haven’t had for even week, says the storage is full. And it says it’s all from the system. Help me",0.2804558913358838
334142,@AppleSupport I recently switched and my music has the iCloud buttons,@AppleSupport i recently switched from 3 mobile to EE and redeemed the 6 months free Apple Music but I got charged £9.99 today.,0.26690131605192047
244204,"@AppleSupport after ios11,11.0.1 and ios11.0.2 Three to five times a day gets this!!  iPhone 7plus https://t.co/HgNMZbXLdP","@AppleSupport after ios11,11.0.1 and ios11.0.2 Three to five times a day gets this!! iPhone 7plus",0.9592311811201227
1024312,@AppleSupport Sure my iMac,@AppleSupport Sure,0.60418635682234
1089272,@376975 @AppleSupport @288391 What is the solution ?,@AppleSupport What is the AppleSeed Programm?,0.5741301146584368
503608,"@AppleSupport No, I don't want to restart the whole machine! I still can do a stupid trick restarting the camera ""sudo killall VDCAssistant"" to get it working back from a sleep :/",@AppleSupport No I don’t,0.30902311689108647
813350,"@AppleSupport Thanks, will give it a try - stand by!","@AppleSupport I'll give it a try, thanks",0.45377773682001343
667063,@AppleSupport How about helping here instead of driving to a site?,@AppleSupport How 😩,0.3165353075743311
598108,"Dear @115858 @AppleSupport why is it when a new IOS update comes out after new phone released, battery life NEVER stays the same. Dies faster. I have 95% on low power mode and now 89% from twitting this",@115858 @AppleSupport why does my perfectly good phone just literally stop working after a new update comes out :-),0.2720898949596012
505201,@AppleSupport u guys gonna fix where my iphone x just chooses whatever it wants for my brightness or naw? https://t.co/FpDbsYdAna,@AppleSupport u guys gonna fix where my iphone x just chooses whatever it wants for my brightness or naw?,0.9702619469740557
481773,@AppleSupport Just sent a DM,"@AppleSupport Yup just sent a dm, thanks",0.6572154123450167
622714,@AppleSupport It started with 11,@AppleSupport iPhone 7. Started with the iOS 11 update.,0.3920038706115864
498586,@AppleSupport Updated yesterday. Not getting notifications and keeps freezing,"@AppleSupport yes, i just updated yesterday.",0.32353303720234217
797587,@AppleSupport Since the new update my settings have been changing (back lighting changes by itself. Goes to do not disturb).,@AppleSupport nope do not disturb is not on,0.2709822035008038
1059339,"@AppleSupport hey, I have iOS 11.0.3 and my phone freezes constantly and all my apps are up to date and freeze too. Fix this",@AppleSupport All my apps are up to date...,0.5024800529467042
1057983,"i am so damn pissed, i recorded getters new song solo and half way thew it it just went black wtf @AppleSupport",wtf @AppleSupport ?!,0.26710118213890655
609761,@264964 @AppleSupport Es una garcha. Me exaspera.,Es una basura!!! Estupida actualización!! #iOS11 @AppleSupport,0.44956175492289996
506493,@AppleSupport I have PowerBeats 3 &amp; my Lexus NT all have had issues staying connecting to Bluetooth since I got my X. My Alta HR Fitbit won’t sync at all anymore even after restarting it. Please help.,@AppleSupport I have PowerBeats 3 & my Lexus NT all have had issues staying connecting to Bluetooth since I got my X. My Alta HR Fitbit won’t sync at all anymore even after restarting it. Please help.,1.0
481795,@AppleSupport what is up with mail app? I delete old emails and they are still showing up in my inbox,@AppleSupport why are my “I” still showing up like this ????????,0.28708486047817783
704138,"Hi @AppleSupport, how can I get rid of iOS11 off my 7? Alternatively, how can I get rid of the clusterfuck that is the new Podcast app?",@AppleSupport how can I get rid of the spots on the back of my phone,0.5889874004680018
156213,"Just give me something to work with for my own expectations, @AppleSupport + @UPSHelp

It’s beyond frustrating to be in the dark for a week on a item I’ve already been charged for, haven’t received, and is tethered to a ticking clock with the trade-in kit @115858 sent over","Just give me something to work with for my own expectations, @AppleSupport + @UPSHelp It’s beyond frustrating to be in the dark for a week on a item I’ve already been charged for, haven’t received, and is tethered to a ticking clock with the trade-in kit @115858 sent over",0.9999999999999999
252097,@AppleSupport Contacted support again for the 2nd time. Was told there's no fix. I fixed it myself. Where's that job offer at? I have great people skills,@AppleSupport Already fixed it myself,0.29380378337592633
770099,"@AppleSupport Yep - we’re up and running. That or going to eat and letting it sit helped. Either way, it’s working now - thanks!",@AppleSupport It's working now,0.3191892724164064
768324,@AppleSupport the IOS 11.0.03 is the worst. Battery draining and generally poor performance. 🤦🏽‍♀️,@AppleSupport The iOS 11.2,0.3518169161788943
240109,@AppleSupport Yes; the quick on/off toggle in the ctl ctr slideup don't pwr up or dwn the wifi/bluetooth. I'm struggling to see how this is a good change?,@AppleSupport yes the battery,0.23985915450713274
165746,"@AppleSupport Upgraded to #iphonex at @9542, tried to give old phone back &amp; was told had to send in box. Never got box; now trade-in ""cancelled"". Sharon M sends new box. When asked what happened if I get billed again, Sharon M says ""we can't help"".","@AppleSupport Upgraded to #iphonex at @9542, tried to give old phone back & was told had to send in box. Never got box; now trade-in ""cancelled"". Sharon M sends new box. When asked what happened if I get billed again, Sharon M says ""we can't help"".",0.981896041207691
1076418,@AppleSupport does this look like a genuine email? Pretty sure it’s fake. Thanks https://t.co/8GfOUrlKkg,@AppleSupport does this look like a genuine email? Pretty sure it’s fake. Thanks,0.945057795747832
560426,@AppleSupport 8 plus and 11.1.1,@AppleSupport 7 Plus and 11.0.3,1.0000000000000002
247564,@AppleSupport Just on the home screen for now,@AppleSupport I just reset the home screen and it came back,0.34241058228391263
545283,"@AppleSupport Every 1 minute this happening on my phone screen and restart everything. I did some research and so many people have the same issue. Any solve?

İPhone 7 - iOS 11.1.2 https://t.co/iO9DICM9p6",@AppleSupport Every 1 minute this happening on my phone screen and restart everything. I did some research and so many people have the same issue. Any solve? İPhone 7 - iOS 11.1.2,0.9819315916065108
1003806,@AppleSupport I had to reset and resort the back up now it's fine but why there are so many issues with iOS 11,"Even with iOS 11.02 updates, there are so many bugs lead to lagging in process & UX & keep on crashing. @115858 @AppleSupport",0.23802428449416518
448388,"@221223 @115858 @AppleSupport Since recent update I’m facing such issues otherwise it was fantastic. Also, if I don’t use cell phone then battery could stay for a day or maybe more.",@AppleSupport Otherwise it will only play if I stay on Spotify or my music player app ...,0.16758724955984053
274945,"My iPhone's stuck on the apple screen after it restarted because of the latest update.

@AppleSupport",My iPhone's stuck on the apple screen after it restarted because of the latest update. @AppleSupport,1.0000000000000002
